# name, mass, mass_error_min, mass_error_max, radius, radius_error_min, radius_error_max, orbital_period, orbital_period_err_min, orbital_period_err_max, semi_major_axis, semi_major_axis_error_min, semi_major_axis_error_max, eccentricity, eccentricity_error_min, eccentricity_error_max, angular_distance, inclination, inclination_error_min, inclination_error_max, tzero_tr, tzero_tr_error_min, tzero_tr_error_max, tzero_tr_sec, tzero_tr_sec_error_min, tzero_tr_sec_error_max, lambda_angle, lambda_angle_error_min, lambda_angle_error_max, tzero_vr, tzero_vr_error_min, tzero_vr_error_max, temp_calculated, temp_measured, hot_point_lon, log_g, publication_status, discovered, updated, omega, omega_error_min, omega_error_max, tperi, tperi_error_min, tperi_error_max, detection_type, molecules, star_name, ra, dec, mag_v, mag_i, mag_j, mag_h, mag_k, star_distance, star_metallicity, star_mass, star_radius, star_sp_type, star_age, star_teff
DH Tau b,11,0.003,0.01,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,1,2005,3/8/2011,,,,,,,detected by imaging,,DH Tau,67.425,26.5494444,13.71,,,,,,,0.37,,M0.5V,0.001,
DP Leo b,6.05,0.47,0.47,,,,10230,730,730,8.19,0.39,0.39,0.39,0.13,0.13,,,,,,,,,,,,,,,,,,,,,1,2009,11/18/2010,-78,20,20,,,,pulsar,,DP Leo,169.3166667,17.9613889,17.5,,,,,,,0.69,,AM Her,,
FU Tau b,15,,,,,,,,,800,,,,,,5.714286,,,,,,,,,,,,,,,,,,,,1,2009,9/19/2011,,,,,,,detected by imaging,,FU Tau,65.8958333,25.0508333,,,,9.95,,140,,0.05,,M7.25,0.001,2838
FW Tau b,10,4,4,,,,,,,330,30,30,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/2/2013,,,,,,,detected by imaging,,FW Tau,67.37500001,26.28138891,15.5,,,,,145,,0.26,,M4,0.0018,3270
Fomalhaut b,2,0,2,,,,320000,,,115,,,0.11,0,0,14.92731,,,,,,,,,,,,,,,,,,,,1,2008,7/9/2013,,,,,,,detected by imaging,,Fomalhaut,344.4125,-29.6222222,1.16,,,,,7.704,,1.92,1.842,A3 V,0.44,8590
GJ 1214 b,0.020325331,0.003114873,0.003114873,0.23820187,1.070570204,1.070570204,1.58040482,1.80E-07,1.80E-07,0.01411,0.00032,0.00032,0.27,0,0.27,0.001077,88.17,0.54,0.54,2455391.654,2.80E-05,2.80E-05,,,,,,,,,,,,,,1,2009,11/5/2013,,,,,,,detected by transit,,GJ 1214,258.8291667,4.9638889,14.71,,,,,13,0.39,0.15,0.216,M,6,3026
GJ 176 b,0.0265,,,,,,8.7836,0.0054,0.0054,0.066,,,0,0,0,0.007006,,,,,,,,,,,,,2454399.79,0.33,0.33,,,,,2,2007,12/17/2010,,,,,,,detected by radial velocity,,GJ 176,70.7333333,18.9580556,9.97,,6.462,5.824,5.607,9.42,-0.1,0.49,0.53,M2.5V,,
GJ 3021 b,3.37,0.09,0.09,,,,133.71,0.2,0.2,0.49,,,0.511,0.017,0.017,0.027809,,,,,,,,,,,,,,,,,,,,1,2000,10/7/2009,290.7,3,3,51545.86,0.64,0.64,detected by radial velocity,,GJ 3021,4.05,-79.8511111,6.59,,,,,17.62,0.1,0.9,0.9,G6 V,8.77,5540
GJ 317 b,1.8,0.05,0.05,,,,691.78,4.7,4.7,1.15,0.05,0.05,0.11,0.05,0.05,0.076159,45,10,10,,,,,,,,,,,,,,,,,2,2007,11/14/2011,342,10,10,2451656.7,35,35,detected by radial velocity,,GJ 317,130.2458333,-23.4563889,12,,6.41,5.9,5.59,15.1,0.36,0.42,,M3.5,,3510
GJ 317 c,2,0,0,,,,10000,nan,inf,30,10,10,0.81,,,1.986755,,,,,,,,,,,,,,,,,,,,1,2007,11/14/2011,210,,,,,,detected by radial velocity,,GJ 317,130.2458333,-23.4563889,12,,6.41,5.9,5.59,15.1,0.36,0.42,,M3.5,,3510
GJ 328 b,2.3,13,13,,,,4100,300,300,4.5,0.2,0.2,0.37,0.05,0.05,,,,,,,,,,,,,,,,,,,,,1,2013,7/30/2013,,,,4500,100,100,detected by radial velocity,,GJ 328,133.7833,1.54901111,9.98,,,,,19.8,0,0.69,,K7,,3900
GJ 3470 b,0.043734072,0.005128528,0.005128528,0.373807429,0.052636368,0.052636368,3.33671,5.00E-05,5.00E-05,0.03557,0.001,0.001,,,,,88.3,0.5,0.5,2456090.477,0.00015,0.00015,,,,,,,,,,,,,,1,2012,11/5/2013,,,,,,,detected by transit,,GJ 3470,119.775,15.3916667,12.27,,,,,30.7,0.2,0.539,0.568,M1.5,1,3600
GJ 3634 b,0.022,0.0035,0.0035,,,,2.64561,0.00066,0.00066,0.0287,0.0011,0.0011,0.08,0.057,0.057,0.001449,59,24,24,,,,,,,,,,,,,,,,,1,2011,9/10/2012,84,130,130,2454917.04,0.53,0.53,detected by radial velocity,,GJ 3634,164.6458333,-31.1441667,11.95,,,,,19.8,,0.45,0.43,M2.5,,
GJ 433 b,0.0182,,,,,,7.3709,0.0008,0.0008,0.058,,,0.08,0.08,0.08,0.006416,,,,,,,,,,,,,,,,,,,,3,2009,2/14/2012,-156,54,54,2454287,1,1,detected by radial velocity,,GJ 433,173.8625,-32.54,9.79,,,,,9.04,-0.22,0.48,,M1.5,,3600
GJ 433 c,0.14,,,,,,3693,253,253,3.6,,,0.17,0.09,0.09,0.39823,,,,,,,,,,,,,,,,,,,,2,2012,2/14/2012,-154,36,36,2456740,462,462,detected by radial velocity,,GJ 433,173.8625,-32.54,9.79,,,,,9.04,-0.22,0.48,,M1.5,,3600
GJ 436 b,0.0737,0.0052,0.0052,0.365,0.02,0.02,2.6438986,1.60E-06,1.60E-06,0.02887,0.00095,0.00095,0.15,0.012,0.012,0.00283,85.8,0.25,0.25,2454222.616,0.00012,0.00012,,,,,,,,,,,,,,1,2004,6/27/2013,351,1.2,1.2,1551.716,0.12,0.12,detected by transit,CO2; CO; H2O,GJ 436,175.5458333,26.7063889,10.68,,,,,10.2,-0.32,0.452,0.464,M2.5,6,3684
GJ 504 b,4,4.5,1,,,,,,,43.5,,,,,,,,,,,,,,,,,,,,,,,600,,,1,2013,10/17/2013,,,,,,,detected by imaging,CH4,GJ 504,199.1958,9.4242,5.22,,,,,17.56,0.28,1.22,,GOV,0.16,6234
GJ 667C b,0.01718,,,,,,7.199,0.001,0.001,0.0504,,,0.09,0.05,0.05,0.007368,,,,,,,,,,,,,,,,,,,,2,2009,12/18/2012,-4,33,33,2454443.1,0.6,0.6,detected by radial velocity,,GJ 667C,259.7375,-34.9897222,10.22,,,,,6.84,-0.55,0.33,,M1.5V,2,3600
GJ 667C c,0.0134,,,,,,28.13,0.03,0.03,0.1251,,,0.34,0.1,0.1,0.018289,,,,,,,,,,,,,,,,,,,,2,2011,9/14/2013,166,20,20,2454462,1,1,detected by radial velocity,,GJ 667C,259.7375,-34.9897222,10.22,,,,,6.84,-0.55,0.33,,M1.5V,2,3600
GJ 667C d,0.0218,,,,,,106.4,0.1,0.1,0.3035,,,0.68,0.06,0.06,0.044371,,,,,,,,,,,,,,,,,,,,1,2012,6/25/2013,7,8,8,2454499,1,1,detected by radial velocity,,GJ 667C,259.7375,-34.9897222,10.22,,,,,6.84,-0.55,0.33,,M1.5V,2,3600
GJ 667C e,0.0085,0.005,0.0044,,,,62.24,0.55,0.75,0.213,0.02,0.02,0.02,0.22,0.02,,,,,,,,,,,,,,,,,,,,,1,2013,6/26/2013,29,360,360,,,,detected by radial velocity,,GJ 667C,259.7375,-34.9897222,10.22,,,,,6.84,-0.55,0.33,,M1.5V,2,3600
GJ 667C f,0.0085,0.0044,0.0038,,,,39.026,0.2,0.2,0.156,0.014,0.017,0.03,0.16,0.03,,,,,,,,,,,,,,,,,,,,,1,2013,6/26/2013,103,360,360,,,,detected by radial velocity,,GJ 667C,259.7375,-34.9897222,10.22,,,,,6.84,-0.55,0.33,,M1.5V,2,3600
GJ 667C g,0.0145,0.008,0.0072,,,,256.2,14,18,0.549,0.05,0.05,0.08,0.4,0.08,,,,,,,,,,,,,,,,,,,,,1,2013,6/26/2013,52,360,360,,,,detected by radial velocity,,GJ 667C,259.7375,-34.9897222,10.22,,,,,6.84,-0.55,0.33,,M1.5V,2,3600
GJ 674 b,0.037,,,,,,4.6938,0.007,0.007,0.039,,,0.2,0.02,0.02,0.00859,,,,,,,,,,,,,,,,,,,,2,2007,4/25/2007,143,6,6,2453780.085,0.078,0.078,detected by radial velocity,,GJ 674,262.1666667,-46.8952778,9.38,,,,,4.54,-0.28,0.35,,M2.5,0.55,3600
GJ 676A b,4.95,0.31,0.31,,,,1050.3,1.2,1.2,1.8,0.07,0.07,0.328,0.004,0.004,0.109422,,,,,,,,,,,,,,,,,,,,2,2009,5/6/2013,86.9,0.69,0.69,2455411.9,3,3,detected by radial velocity,,GJ 676A,262.5458333,-51.6369444,9.59,,,,,16.45,0.23,0.71,,M0V,,
GJ 676A c,3,,,,,,4400,,,5.2,,,0.2,,,,,,,,,,,,,,,,,,,,,,,1,2012,5/15/2013,356,,,,,,detected by radial velocity,,GJ 676A,262.5458333,-51.6369444,9.59,,,,,16.45,0.23,0.71,,M0V,,
GJ 676A d,0.014,0.002,0.002,,,,3.6,0.0008,0.0008,0.0413,0.0014,0.0014,0.15,0.09,0.09,,,,,,,,,,,,,,,,,,,,,1,2012,5/15/2013,315,109,109,,,,detected by radial velocity,,GJ 676A,262.5458333,-51.6369444,9.59,,,,,16.45,0.23,0.71,,M0V,,
GJ 676A e,0.036,0.005,0.005,,,,35.37,0.07,0.07,0.187,0.007,0.007,0.24,0.12,0.12,,,,,,,,,,,,,,,,,,,,,1,2012,5/15/2013,332,126,126,,,,detected by radial velocity,,GJ 676A,262.5458333,-51.6369444,9.59,,,,,16.45,0.23,0.71,,M0V,,
GJ 832 b,0.64,0.06,0.06,,,,3416,131,131,3.4,0.4,0.4,0.12,0.11,0.11,0.688259,,,,,,,,,,,,,,,,,,,,2,2008,11/13/2010,304,38,38,1211,353,353,detected by radial velocity,,GJ 832,323.3916667,-49.0088889,8.67,,,,,4.94,-0.31,0.45,,,,
GJ 849 b,0.9,0.05,0.05,,,,1914,26,26,2.35,,,0.012,,,0.267045,,,,,,,,,,,,,,,,,,,,2,2006,7/25/2013,351,60,60,11462,550,550,detected by radial velocity,,GJ 849,332.4167,-4.6408,10.37,,,,,9.1,0.22,0.49,0.52,M3.5V,,
GJ 849 c,0.77,,,,,,7049,6246,2155,,,,0.218,,,,,,,,,,,,,,,,,,,,,,,2,2013,7/25/2013,,,,,,,detected by radial velocity,,GJ 849,332.4167,-4.6408,10.37,,,,,9.1,0.22,0.49,0.52,M3.5V,,
GQ Lup b,21.5,20.5,20.5,1.8,,,,,,103,37,37,,,,0.735714,,,,,,,,,,,,,,,,,,,,1,2005,12/6/2010,,,,,,,detected by imaging,,GQ Lup,237.3,-35.6508333,11.4,,,,,140,,0.7,,K7eV,0.001,
GSC 06214-00210 b,17,3,3,,,,,,,320,0,0,,,,2.206897,,,,,,,,,,,,,,,,,,,,1,2010,12/14/2011,,,,,,,detected by imaging,,GSC 06214-00210,245.4791667,-20.7186111,,,,,9.15,145,,0.6,,M1,0.011,
Gj 163 b,0.0334,0.0019,0.0019,,,,8.633,0.00155,0.00155,0.06069,0.0001,0.0001,0.0106,0.05,0.05,,,,,,,,,,,,,,,,,,,,,1,2012,6/10/2013,74.73,15.7,15.7,,,,detected by radial velocity,,Gl 163,62.3167,-53.3736,11.8,,,,,15,,0.4,,M3.5,3,
Gj 163 c,0.02285,0.0028,0.0028,,,,25.645,0.0235,0.0235,0.1254,0.0001,0.0001,0.094,86,86,,,,,,,,,,,,,,,,,,,,,1,2012,6/10/2013,235.4,80,80,,,,detected by radial velocity,,Gl 163,62.3167,-53.3736,11.8,,,,,15,,0.4,,M3.5,3,
Gj 163 d,0.06945,0.0092,0.0092,,,,600.895,7.56,7.56,1.02689,0.0086,0.0086,0.399,0.077,0.077,,,,,,,,,,,,,,,,,,,,,1,2013,6/6/2013,126.915,20.5,20.5,,,,detected by radial velocity,,Gl 163,62.3167,-53.3736,11.8,,,,,15,,0.4,,M3.5,3,
Gl 179 b,0.82,0.07,0.07,,,,2288,59,59,2.41,0.04,0.04,0.21,0.08,0.08,0.195935,,,,,,,,,,,,,,,,,,,,1,2010,7/23/2013,153,24,24,25140,104,104,detected by radial velocity,,Gl 179,73.025,6.4766667,11.96,,,,,12.3,0.3,0.357,0.38,M3.5,,3370
Gl 581 b,0.05,,,,,,5.36865,9.00E-05,9.00E-05,0.041,,,0.031,0.014,0.014,0.006602,,,,,,,,,,,,,,,,,,,,2,2005,9/17/2012,251,26,26,55753.95,0.39,0.39,detected by radial velocity,,Gl 581,229.8583333,-7.7222222,10.55,,,,,6.21,-0.135,0.31,0.3,M2.5V,8,3498
Gl 581 c,0.017,,,,,,12.9182,0.0022,0.0022,0.073,,,0.07,0.06,0.06,0.011755,,,,,,,,,,,,,,,,,,,,1,2007,9/17/2012,235,44,44,54763,1.6,1.6,detected by radial velocity,,Gl 581,229.8583333,-7.7222222,10.55,,,,,6.21,-0.135,0.31,0.3,M2.5V,8,3498
Gl 581 d,0.019,,,,,,66.64,0.08,0.08,0.22,,,0.205,0.08,0.08,0.035427,,,,,,,,,,,,,,,,,,,,1,2007,9/14/2013,2,23,23,245141.6407,4.19,4.19,detected by radial velocity,,Gl 581,229.8583333,-7.7222222,10.55,,,,,6.21,-0.135,0.31,0.3,M2.5V,8,3498
Gl 581 e,0.0061,,,,,,3.14945,0.00017,0.00017,0.028,,,0.32,0.09,0.09,0.004509,,,,,,,,,,,,,,,,,,,,2,2009,11/7/2012,236,17,17,54750.31,0.13,0.13,detected by radial velocity,,Gl 581,229.8583333,-7.7222222,10.55,,,,,6.21,-0.135,0.31,0.3,M2.5V,8,3498
Gl 649 b,0.328,0.032,0.032,,,,598.3,4.2,4.2,1.135,0.035,0.035,0.3,0.08,0.08,0.109768,,,,,,,,,,,,,,,,,,,,1,2009,7/4/2013,352,15,15,12876,22,22,detected by radial velocity,,Gl 649,254.5375,25.7441667,9.7,,,,,10.34,0.08,0.54,,M1.5,,3700
Gl 649 c,0.03,0.008,0.008,,,,4.4762,0.0004,0.0004,0.043,0.001,0.001,0.2,0.15,0.15,,,,,,,,,,,,,,,,,,,,,1,2013,7/4/2013,334,47,47,,,,detected by radial velocity,,Gl 649,254.5375,25.7441667,9.7,,,,,10.34,0.08,0.54,,M1.5,,3700
Gl 785 b,0.053,0.0028,0.0028,,,,74.72,0.1,0.1,0.32,0.005,0.005,0.13,0.04,0.04,0.035911,,,,,,,,,,,,,,,,,,,,2,2010,9/3/2011,173,20,20,2455151.026,,,detected by radial velocity,,Gl 785,303.8208333,-27.0330556,6.13,,,,,8.911,0.08,0.78,0.68,K1V,,5144
Gl 86 b,4.01,,,,,,15.766,0.04,0.04,0.11,,,0.046,0.004,0.004,0.010092,,,,,,,,,,,,,,,,,,,,1,2000,11/21/2012,266,,,1146.54,0.2,0.2,detected by radial velocity,,Gl 86,32.5583333,-50.8333333,6.17,,,,,10.9,-0.24,0.8,0.855,K1V,2.03,5350
Gliese 876 b,2.2756,0.0045,0.0045,,,,61.1166,0.0086,0.0086,0.208317,2.00E-05,2.00E-05,0.0324,0.0013,0.0013,0.044323,84,6,6,,,,,,,,,,,,,,,,,1,2000,9/14/2013,50.3,3.2,3.2,,,,detected by radial velocity,,Gliese 876,343.3041667,-14.2536111,10.17,,,,,4.7,0.05,0.334,0.36,M4 V,2.5,3350
Gliese 876 c,0.7142,0.0039,0.0039,,,,30.0881,0.0082,0.0082,0.12959,2.40E-05,2.40E-05,0.25591,3.00E-05,3.00E-05,0.027572,48.07,2.06,2.06,,,,,,,,,,,,,,,,,1,2000,9/14/2013,48.76,0.7,0.7,,,,detected by radial velocity,,Gliese 876,343.3041667,-14.2536111,10.17,,,,,4.7,0.05,0.334,0.36,M4 V,2.5,3350
Gliese 876 d,0.021,0.001,0.001,,,,1.93778,2.00E-05,2.00E-05,0.02080665,1.50E-07,1.50E-07,0.207,0.055,0.055,0.004427,50,,,,,,,,,,,,,,,,,,,1,2005,5/30/2013,234,20,20,,,,detected by radial velocity,,Gliese 876,343.3041667,-14.2536111,10.17,,,,,4.7,0.05,0.334,0.36,M4 V,2.5,3350
Gliese 876 e,0.046,0.005,0.005,,,,124.26,0.7,0.7,0.3343,0.0013,0.0013,0.055,0.012,0.012,0.071128,59.5,,,,,,,,,,,,,,,,,,,1,2010,5/30/2013,239.22,,,,,,detected by radial velocity,,Gliese 876,343.3041667,-14.2536111,10.17,,,,,4.7,0.05,0.334,0.36,M4 V,2.5,3350
HAT-P-1 b,0.525,0.019,0.019,1.319,0.019,0.019,4.46529976,5.50E-07,5.50E-07,0.05561,0.00083,0.00083,0.067,inf,nan,0.000398,85.634,0.056,0.056,2453979.932,0.00024,0.00024,,,,,,,,,,1322,,,,1,2006,10/4/2013,0,,,,,,detected by transit,H2O; K,HAT-P-1,344.4458333,38.675,10.4,,,,,139,0.13,1.151,1.174,GOV,3.6,5980
HAT-P-11 b,0.082434006,0.008998521,0.008998521,0.421983089,1.338212754,1.338212754,4.887804,4.00E-06,4.00E-06,0.053,0.0008,0.0008,0.198,0.046,0.046,0.001395,88.5,0.6,0.6,2454605.891,0.00032,0.00032,,,,,,,,,,,,,,2,2009,11/5/2013,355.2,17.3,17.3,,,,detected by transit,,HAT-P-11,297.7083333,48.0808333,9.59,,,,,38,0.31,0.81,0.75,K4,6.5,4780
HAT-P-12 b,0.210489885,0.013183148,0.013183148,0.954591765,2.854853876,0.020519262,3.2130598,2.10E-06,2.10E-06,0.0384,0.0003,0.0003,0,,,0.000269,,,,2454419.196,0.0002,0.0002,,,,,,,,,,,1000,,,2,2009,11/5/2013,,,,,,,detected by transit,,HAT-P-12,209.3916667,43.4936111,12.84,,,,,142.5,-0.29,0.73,0.7,,2.5,4650
HAT-P-13 b,0.85,0.038,0.038,1.28,0.079,0.079,2.916243,3.00E-06,3.00E-06,0.0426,0.0012,0.0012,0.0142,0.0044,0.0044,0.000199,83.3,0.62,0.62,2455176.539,0.00034,0.00034,,,,,,,,,,,,,,1,2009,9/20/2012,223,38,38,,,,detected by transit,,HAT-P-13,129.8833333,47.3519444,10.62,,,,,214,0.43,1.22,1.56,G4,5,5638
HAT-P-13 c,14.5,1,1,,,,448.2,1,1,1.186,0.033,0.033,0.666,0.018,0.018,0.005542,,,,,,,,,,,,,,,,,,,,1,2009,2/4/2011,175.61,0.45,0.45,2454890.05,0.48,0.48,detected by radial velocity,,HAT-P-13,129.8833333,47.3519444,10.62,,,,,214,0.43,1.22,1.56,G4,5,5638
HAT-P-14 b,2.2,0.04,0.04,1.2,0.04,0.04,4.627657,5.00E-06,5.00E-06,0.0594,0.0004,0.0004,0.095,0.011,0.011,0.00029,83.2,0.2,0.2,2455134.439,0.00027,0.00027,,,,,,,,,,,,,,1,2010,4/8/2012,99,4,4,,,,detected by transit,,HAT-P-14,260.1166667,38.2422222,9.98,,,,,205,0.11,1.386,1.468,F,1.3,6600
HAT-P-15 b,1.946,0.066,0.066,1.072,0.043,0.043,10.863502,27,27,0.0964,0.0014,0.0014,0.19,0.019,0.019,0.000507,89.1,0.2,0.2,2454638.56,0.00048,0.00048,,,,,,,,,,,,,,1,2010,5/31/2010,262,1,1,,,,detected by transit,,HAT-P-15,66.25,39.4605556,12.16,,,,,190,0.22,1.013,1.08,G5,6.8,5568
HAT-P-16 b,4.193,0.094,0.094,1.289,0.066,0.066,2.77596,3.00E-06,3.00E-06,0.0413,0.0004,0.0004,0.036,0.004,0.004,0.000176,86.6,0.7,0.7,2455027.593,0.00031,0.00031,,,,,,,,,,,,,,1,2010,7/22/2013,214,8,8,,,,detected by transit,,HAT-P-16,9.575,42.4630556,10.8,,,,,235,0.17,1.218,1.237,F8,2,6158
HAT-P-17 b,0.534,0.018,0.018,1.01,,,10.338523,,,0.0882,,,0.346,,,0.00098,89.2,,,2454804.246,,,,,,,,,,,,,,,,1,2010,5/31/2013,201,,,,,,detected by transit,,HAT-P-17,324.5375,30.4886111,10.54,,,,,90,0,0.857,0.837,K,7.8,5246
HAT-P-17 c,1.4,,,,,,1798,,,2.75,,,0.1,,,0.030556,,,,,,,,,,,,,,,,,,,,1,2010,12/10/2010,155,,,2452636,,,detected by radial velocity,,HAT-P-17,324.5375,30.4886111,10.54,,,,,90,0,0.857,0.837,K,7.8,5246
HAT-P-18 b,0.196960639,0.013371928,0.013371928,0.990277438,0.051744227,0.051744227,5.508023,6.00E-06,6.00E-06,0.0559,0.0007,0.0007,0.084,0.048,0.048,0.000337,88.8,0.3,0.3,2454715.022,0.0002,0.0002,,,,,,,,,,,,,,1,2010,11/5/2013,120,56,56,,,,detected by transit,,HAT-P-18,256.35,33.0125,12.76,,,,,166,0.1,0.77,0.749,K,12.4,4803
HAT-P-19 b,0.292,0.018,0.018,1.132,0.072,0.072,4.008778,6.00E-06,6.00E-06,0.0466,0.0008,0.0008,0.067,0.042,0.042,0.000217,88.2,0.4,0.4,2455091.534,0.00034,0.00034,,,,,,,,,,,,,,1,2010,7/29/2010,256,77,77,,,,detected by transit,,HAT-P-19,9.5166667,34.7116667,12.9,,,,,215,0.23,0.842,0.82,K,8.8,4990
HAT-P-2 b,8.74,0.26,0.26,0.951,0.053,0.053,5.6334729,6.10E-06,6.10E-06,0.0674,0.00081,0.00081,0.5171,0.0033,0.0033,0.000571,90,0.93,0.93,2454387.494,0.00074,0.00074,,,,,,,,,,,,,,1,2007,9/20/2012,185.22,0.95,0.95,2454213.479,0.003,0.003,detected by transit,,HAT-P-2,245.15,41.0480556,8.71,,,,,118,0.14,1.36,1.64,F8,2.7,6290
HAT-P-20 b,7.246,0.187,0.187,0.867,0.033,0.033,2.875317,4.00E-06,4.00E-06,0.0361,0.0005,0.0005,0.015,0.0005,0.0005,0.000516,86.8,0.2,0.2,2455080.927,0.00021,0.00021,,,,,,,,,,,,,,1,2010,12/11/2010,317,130,130,,,,detected by transit,,HAT-P-20,111.9166667,24.3363889,11.34,,,,,70,0.35,0.756,0.694,K7,6.7,4595
HAT-P-21 b,4.063,0.161,0.161,1.024,1.024,1.024,4.124461,7.00E-06,7.00E-06,0.0494,0.0007,0.0007,0.228,0.016,0.016,0.000194,87.2,0.7,0.7,2454996.413,0.00069,0.00069,,,,,,,,,,,,,,1,2010,12/11/2010,300,3,3,,,,detected by transit,,HAT-P-21,171.275,41.0280556,11.46,,,,,254,0.01,0.947,1.105,G3,10.2,5588
HAT-P-22 b,2.147,0.061,0.061,1.08,0.058,0.058,3.21222,9.00E-06,9.00E-06,0.0414,0.0005,0.0005,0.016,0.009,0.009,0.000505,86.9,0.6,0.6,2454930.22,0.00025,0.00025,,,,,,,,,,,,,,1,2010,12/11/2010,156,66,66,,,,detected by transit,,HAT-P-22,155.6833333,50.1283333,9.73,,,,,82,0.24,0.916,1.04,G5,12.4,5302
HAT-P-23 b,2.09,0.11,0.11,1.368,0.09,0.09,1.212884,2.00E-05,2.00E-05,0.0232,0.0002,0.0002,0.106,0.044,0.044,5.90E-05,85.1,1.5,1.5,2454852.265,0.00018,0.00018,,,,,,,,,,,,,,1,2010,5/20/2011,118,25,25,,,,detected by transit,,HAT-P-23,306.125,16.7622222,11.94,,,,,393,0.15,1.13,1.203,G5,4,5905
HAT-P-24 b,0.685,0.033,0.033,1.242,0.067,0.067,3.35524,7.00E-06,7.00E-06,0.0465,0.0006,0.0006,0.067,0.024,0.024,0.000152,88.6,0.7,0.7,2455216.977,0.00028,0.00028,,,,,,,,,,,,,,1,2010,7/5/2012,197,36,36,,,,detected by transit,,HAT-P-24,108.825,14.2622222,11.82,,,,,306,-0.16,1.191,1.317,F8,2.8,6373
HAT-P-25 b,0.567,,,1.19,,,3.652836,,,0.0466,,,0.032,,,0.000157,87.6,,,2455176.852,,,,,,,,,,,,,,,,1,2010,5/31/2013,271,,,,,,detected by transit,,HAT-P-25,48.4375,25.1975,13.19,,,,,297,0.31,1.01,0.959,G5,3.2,5500
HAT-P-26 b,0.058521851,0.007173646,0.007173646,0.564725782,0.051744227,0.051744227,4.234516,1.50E-05,1.50E-05,0.0479,0.0006,0.0006,0.124,0.06,0.06,0.000357,88.6,0.9,0.9,2455304.651,0.00035,0.00035,,,,,,,,,,,,,,2,2010,11/5/2013,54,165,165,,,,detected by transit,,HAT-P-26,0,0,11.74,,,,,134,-0.04,0.816,0.788,K1,9,5079
HAT-P-27-WASP-40 b,0.66,0.033,0.033,1.055,0.036,0.036,3.0395721,7.80E-06,7.80E-06,0.0403,0.0005,0.0005,0.078,0.047,0.047,0.000198,84.98,0.2,0.2,2455368.394,0.00017,0.00017,,,,,,,,,,,,,,1,2011,2/28/2013,63,64,64,,,,detected by transit,,HAT-P-27-WASP-40,222.7666667,5.9472222,12.21,,,,,204,0.29,0.945,0.898,G8,4.4,5300
HAT-P-28 b,0.626,0.037,0.037,1.212,0.082,0.082,3.257215,7.00E-06,7.00E-06,0.0434,0.0007,0.0007,0.051,0.033,0.033,0.00011,88,0.9,0.9,2455417.598,0.00053,0.00053,,,,,,,,,,,,,,1,2011,3/9/2011,233,90,90,,,,detected by transit,,HAT-P-28,13,34.7283333,13.03,,,,,395,0.12,1.025,1.103,G3,6.1,5680
HAT-P-29 b,0.778,0.076,0.04,1.107,0.082,0.082,5.72318,4.90E-05,4.90E-05,0.0667,0.0008,0.0008,0.095,0.047,0.047,0.000207,87.1,0.7,0.7,2455197.575,0.00181,0.00181,,,,,,,,,,,,,,1,2011,3/9/2011,169,30,30,,,,detected by transit,,HAT-P-29,33.1291667,51.7788889,11.9,,,,,322,0.21,1.207,1.224,F8,2.2,6087
HAT-P-3 b,0.591,0.018,0.018,0.827,0.055,0.055,2.899703,5.40E-05,5.40E-05,0.03866,0.00041,0.00041,0,0,0,0.000297,87.07,0.55,0.55,2454856.701,0.0001,0.0001,,,,,,,,,,,,,,1,2007,5/7/2013,,,,,,,detected by transit,,HAT-P-3,206.0958333,48.0286111,11.86,,9.936,9.542,9.448,130,0.41,0.917,0.799,K,1.6,5224
HAT-P-30-WASP-51 b,0.711,0.028,0.028,1.34,0.065,0.065,2.810595,5.00E-06,5.00E-06,0.0419,0.0005,0.0005,0.035,0.024,0.024,0.000217,83.6,0.4,0.4,2455456.466,0.00037,0.00037,,,,,,,,,,,,,,1,2011,5/31/2013,252,84,84,,,,detected by transit,,HAT-P-30-WASP-51,123.95,5.8366667,10.42,,,,,193,-0.08,1.18,1.33,F,1,6250
HAT-P-31 b,2.171,0.077,0.106,1.07,0.32,0.32,5.005425,9.20E-05,9.20E-05,0.055,0.015,0.015,0.245,0.0045,0.0045,0.000155,87.1,2.7,2.7,2454320.887,0.0053,0.0053,,,,,,,,,,,,,,1,2011,6/8/2011,274.3,1.8,1.8,,,,detected by transit,,HAT-P-31,271.5375,26.4266667,11.66,,,,,354,0.15,1.218,1.36,,3.17,6065
HAT-P-32 b,0.941,0.166,0.166,2.037,0.099,0.099,2.150009,1.00E-06,1.00E-06,0.0344,0.0007,0.0007,0.163,0.061,0.061,0.000108,88.7,0.6,0.6,2454416.146,9.00E-05,9.00E-05,,,,,,,,,,,,,,1,2011,5/31/2013,52,29,29,,,,detected by transit,,HAT-P-32,30.2916667,46.6877778,11.29,,,,,320,-0.16,1.176,1.387,F/G,3.8,6001
HAT-P-33 b,0.763,0.117,0.117,1.827,0.29,0.29,3.474474,1.00E-06,1.00E-06,0.0503,0.0011,0.0011,0.148,0.081,0.081,0.00012,86.7,1.2,1.2,2455100.503,0.00023,0.00023,,,,,,,,,,,,,,1,2011,5/31/2013,96,119,119,,,,detected by transit,,HAT-P-33,113.1833333,33.835,11.89,,,,,419,0.05,1.403,1.777,F,2.4,6401
